fp_int_id,cp_level,cp_r_citing_zero,cp_r_citing_nonzero,tr_citing,cp_r_cited_zero,cp_r_cited_nonzero,tr_cited
103267,5,2,3,4,1,4,21
9206213,3,1,2,3,3,0,0
204341,7,3,4,7,0,7,62
105254,2,1,1,1,0,2,14
1317,2,2,0,0,0,2,4
210296,2,2,0,0,0,2,20
5200,2,2,0,0,1,1,6
9701360,13,3,10,15,0,13,74
9409221,5,4,1,1,1,4,4
9503453,0,0,0,0,0,0,0
9404327,11,2,9,30,8,3,3
9507461,12,3,9,22,0,12,62
9805279,3,1,2,3,0,3,21
9909337,12,1,11,44,1,11,130
9706404,3,1,2,3,0,3,3
9603391,0,0,0,0,0,0,0
9603371,1,1,0,0,0,1,8
4008,9,4,5,12,0,9,72
9504434,12,6,6,8,6,6,7
9812407,1,1,0,0,0,1,1
9212267,2,2,0,0,2,0,0
9506269,16,6,10,11,1,15,20
10206,1,1,0,0,0,1,3
7209,3,2,1,1,3,0,0
9411400,2,2,0,0,0,2,3
9701317,0,0,0,0,0,0,0
9401333,1,1,0,0,0,1,1
9506271,21,2,19,108,21,0,0
201087,4,3,1,1,0,4,14
9603331,4,2,2,5,0,4,4
9709240,1,1,0,0,0,1,1
201213,1,1,0,0,1,0,0
9807524,3,2,1,1,1,2,3
9804347,7,3,4,10,7,0,0
108197,4,3,1,1,0,4,15
11365,9,5,4,7,0,9,37
204111,5,2,3,5,0,5,19
9910300,3,2,1,1,1,2,3
1254,0,0,0,0,0,0,0
12202,3,3,0,0,2,1,3
211432,3,2,1,1,0,3,34
9407400,3,1,2,2,3,0,0
4223,11,5,6,8,0,11,67
1115,9,5,4,4,0,9,90
212378,0,0,0,0,0,0,0
9806248,5,2,3,5,1,4,8
9506436,18,7,11,27,14,4,4
9809498,15,1,14,45,1,14,85
9312252,6,3,3,5,6,0,0
9911322,3,2,1,1,0,3,9
111109,2,1,1,1,0,2,21
204330,2,1,1,1,0,2,15
9811442,3,2,1,1,0,3,30
8271,0,0,0,0,0,0,0
9901215,12,4,8,19,3,9,12
3201,10,2,8,21,0,10,33
205039,2,1,1,1,0,2,31
9906291,1,1,0,0,0,1,10
3034,1,1,0,0,1,0,0
9312234,1,1,0,0,1,0,0
9604231,10,4,6,7,0,10,22
9410356,11,3,8,27,0,11,30
9302213,8,7,1,2,8,0,0
207258,0,0,0,0,0,0,0
9608363,1,1,0,0,0,1,1
104099,4,4,0,0,0,4,13
9912376,8,1,7,14,0,8,29
211017,0,0,0,0,0,0,0
205219,4,1,3,3,0,4,44
9710206,11,3,8,28,1,10,50
211105,2,1,1,1,0,2,7
9910239,2,1,1,1,0,2,18
9609509,1,1,0,0,1,0,0
9903234,14,4,10,18,2,12,22
9602276,2,1,1,1,2,0,0
3134,5,2,3,3,0,5,23
9401259,4,2,2,4,2,2,2
9027,2,1,1,1,0,2,5
9811496,3,2,1,1,2,1,1
205093,3,3,0,0,0,3,5
9607312,1,1,0,0,0,1,5
210123,2,2,0,0,0,2,8
9804449,4,3,1,1,0,4,10
4053,5,3,2,2,0,5,35
204190,1,1,0,0,0,1,4
12014,2,1,1,1,1,1,3
9610522,11,6,5,9,11,0,0
208030,0,0,0,0,0,0,0
9505372,5,3,2,2,5,0,0
9710321,1,1,0,0,0,1,2
9901352,1,1,0,0,0,1,6
11235,1,1,0,0,0,1,4
9804348,11,4,7,16,4,7,25
112283,7,3,4,5,0,7,65
5136,4,3,1,3,0,4,13
111394,1,1,0,0,1,0,0
9805278,3,2,1,1,0,3,11
204142,8,2,6,12,0,8,38
111396,1,1,0,0,0,1,2
103076,1,1,0,0,0,1,5
102223,1,1,0,0,0,1,9
9503444,3,2,1,1,3,0,0
9803329,2,2,0,0,0,2,3
9908264,16,1,15,38,0,16,153
109058,7,2,5,5,0,7,85
9810526,1,1,0,0,0,1,1
9408319,1,1,0,0,1,0,0
103161,5,2,3,5,1,4,29
5101,2,2,0,0,0,2,9
9508361,0,0,0,0,0,0,0
9708429,1,1,0,0,0,1,1
112063,3,1,2,2,0,3,16
8242,6,2,4,4,0,6,14
12047,1,1,0,0,0,1,6
3103,1,1,0,0,1,0,0
9911464,3,2,1,1,0,3,20
9703218,7,4,3,3,1,6,15
9903313,1,1,0,0,1,0,0
9512352,3,2,1,1,3,0,0
10250,1,1,0,0,0,1,4
9804249,4,1,3,6,0,4,31
10306,7,3,4,4,1,6,26
9803223,1,1,0,0,1,0,0
9905245,2,1,1,1,0,2,6
9712453,2,1,1,1,0,2,4
8248,1,1,0,0,0,1,1
9611444,4,2,2,3,1,3,3
9601327,3,2,1,1,0,3,12
9511301,10,8,2,4,10,0,0
9706531,5,2,3,5,0,5,17
4072,1,1,0,0,0,1,3
9712337,0,0,0,0,0,0,0
109204,4,2,2,2,0,4,11
9906245,0,0,0,0,0,0,0
9512446,3,3,0,0,1,2,12
9904484,2,2,0,0,2,0,0
9911296,4,1,3,3,0,4,46
9605279,1,1,0,0,1,0,0
3098,1,1,0,0,0,1,9
9710237,2,2,0,0,0,2,3
208057,0,0,0,0,0,0,0
9508312,2,1,1,1,0,2,2
9608371,2,2,0,0,1,1,5
210242,0,0,0,0,0,0,0
9511281,1,1,0,0,0,1,5
9504323,0,0,0,0,0,0,0
9286,10,5,5,11,0,10,41
7075,3,3,0,0,2,1,3
9310240,2,2,0,0,2,0,0
6066,2,2,0,0,1,1,1
203051,6,3,3,7,0,6,32
107059,4,1,3,4,0,4,4
9701203,0,0,0,0,0,0,0
9808309,7,1,6,13,1,6,10
205238,0,0,0,0,0,0,0
9702402,2,2,0,0,2,0,0
203033,3,2,1,1,0,3,20
9504433,3,2,1,1,2,1,1
5212,2,2,0,0,0,2,3
101171,6,1,5,11,1,5,10
105218,0,0,0,0,0,0,0
11003,4,2,2,2,0,4,39
107288,0,0,0,0,0,0,0
9512324,1,1,0,0,0,1,2
9607411,9,1,8,19,0,9,9
204361,2,2,0,0,0,2,40
110113,7,2,5,13,0,7,35
9807407,4,3,1,1,0,4,4
8136,4,2,2,3,0,4,6
104022,5,2,3,4,1,4,8
9802221,1,1,0,0,0,1,12
9608432,1,1,0,0,0,1,4
9809485,5,4,1,2,3,2,2
108157,6,1,5,11,6,0,0
110017,3,1,2,2,0,3,26
102094,0,0,0,0,0,0,0
102137,0,0,0,0,0,0,0
9803487,1,1,0,0,0,1,2
9312336,1,1,0,0,1,0,0
301011,1,1,0,0,0,1,5
9602209,1,1,0,0,1,0,0
9704276,7,2,5,11,0,7,66
205108,6,1,5,9,0,6,54
203147,2,2,0,0,0,2,8
9508282,2,1,1,1,0,2,3
209049,0,0,0,0,0,0,0
111123,3,1,2,2,3,0,0
9809492,1,1,0,0,1,0,0
9910552,1,1,0,0,0,1,2
9908420,3,2,1,1,0,3,17
10092,2,2,0,0,0,2,5
111015,4,2,2,2,0,4,16
9908304,3,3,0,0,0,3,9
9806377,1,1,0,0,1,0,0
9910275,5,5,0,0,0,5,32
9503405,1,1,0,0,1,0,0
9810314,0,0,0,0,0,0,0
9407390,9,2,7,12,1,8,22
9810363,8,1,7,15,8,0,0
9406209,0,0,0,0,0,0,0
9609376,1,1,0,0,0,1,2
109161,1,1,0,0,0,1,3
9304259,1,1,0,0,1,0,0
211024,2,2,0,0,0,2,12
212352,0,0,0,0,0,0,0
208075,0,0,0,0,0,0,0
9602321,1,1,0,0,1,0,0
207346,4,1,3,5,0,4,25
9901356,1,1,0,0,0,1,1
9412362,4,3,1,1,4,0,0
203183,2,2,0,0,0,2,9
9704427,1,1,0,0,1,0,0
9310325,1,1,0,0,1,0,0
9611271,2,1,1,1,2,0,0
9704252,0,0,0,0,0,0,0
9308345,3,2,1,1,0,3,3
9812259,1,1,0,0,0,1,3
202066,2,2,0,0,0,2,19
7174,0,0,0,0,0,0,0
9809460,1,1,0,0,0,1,7
103262,1,1,0,0,0,1,2
9410335,0,0,0,0,0,0,0
106185,3,3,0,0,3,0,0
6121,3,1,2,3,0,3,7
9510423,1,1,0,0,1,0,0
9312231,0,0,0,0,0,0,0
209357,0,0,0,0,0,0,0
9404339,3,2,1,1,3,0,0
9506377,1,1,0,0,1,0,0
9305337,5,3,2,3,5,0,0
9410408,4,1,3,5,0,4,4
9902425,0,0,0,0,0,0,0
9804372,4,4,0,0,0,4,24
106132,9,1,8,28,0,9,61
9311203,1,1,0,0,1,0,0
9512217,1,1,0,0,1,0,0
4121,0,0,0,0,0,0,0
9912509,0,0,0,0,0,0,0
9702240,1,1,0,0,1,0,0
202071,3,3,0,0,0,3,6
9805497,0,0,0,0,0,0,0
204325,1,1,0,0,0,1,3
7312,6,1,5,8,0,6,46
9312322,4,4,0,0,3,1,1
8193,1,1,0,0,0,1,5
212305,0,0,0,0,0,0,0
9508234,2,1,1,1,0,2,6
9411226,5,4,1,2,5,0,0
9909287,0,0,0,0,0,0,0
302131,2,1,1,1,1,1,1
10251,2,1,1,1,0,2,13
9306286,0,0,0,0,0,0,0
9812321,2,2,0,0,0,2,2
9809420,1,1,0,0,0,1,1
9308293,1,1,0,0,1,0,0
9810511,1,1,0,0,0,1,4
10292,3,3,0,0,0,3,10
207335,4,2,2,2,0,4,18
201002,3,2,1,1,0,3,6
11020,1,1,0,0,0,1,6
203253,1,1,0,0,0,1,5
9803209,3,2,1,1,2,1,1
9403303,3,3,0,0,3,0,0
9908278,0,0,0,0,0,0,0
112231,1,1,0,0,0,1,8
9609506,0,0,0,0,0,0,0
203235,0,0,0,0,0,0,0
9706310,2,2,0,0,0,2,30
9502396,3,2,1,1,1,2,2
208095,1,1,0,0,0,1,5
203184,5,2,3,5,0,5,19
9189,0,0,0,0,0,0,0
103106,4,4,0,0,4,0,0
9508413,0,0,0,0,0,0,0
9910319,0,0,0,0,0,0,0
9403206,0,0,0,0,0,0,0
109269,0,0,0,0,0,0,0
107009,3,1,2,3,0,3,26
201237,0,0,0,0,0,0,0
102006,2,2,0,0,0,2,4
211103,1,1,0,0,0,1,24
9911343,0,0,0,0,0,0,0
101308,3,2,1,1,0,3,9
11123,0,0,0,0,0,0,0
111135,2,1,1,1,2,0,0
9712296,0,0,0,0,0,0,0
3240,2,1,1,1,0,2,8
9208211,3,1,2,3,3,0,0
11269,1,1,0,0,1,0,0
9605328,4,1,3,4,2,2,5
9505265,0,0,0,0,0,0,0
9803355,3,2,1,1,0,3,7
9803410,1,1,0,0,0,1,3
111328,2,2,0,0,0,2,22
9912222,1,1,0,0,0,1,1
104020,1,1,0,0,0,1,10
9705468,1,1,0,0,0,1,1
9809313,1,1,0,0,0,1,2
9509367,0,0,0,0,0,0,0
9809296,1,1,0,0,0,1,1
9306302,0,0,0,0,0,0,0
9506238,2,1,1,1,2,0,0
103107,2,2,0,0,2,0,0
9409359,0,0,0,0,0,0,0
212208,1,1,0,0,0,1,1
9502282,8,1,7,11,8,0,0
1079,1,1,0,0,0,1,8
12214,1,1,0,0,1,0,0
