fp_int_id,cp_level,cp_r_citing_zero,cp_r_citing_nonzero,tr_citing,cp_r_cited_zero,cp_r_cited_nonzero,tr_cited
9701227,21,7,14,28,2,19,76
9809291,30,8,22,55,7,23,50
9901263,1,1,0,0,1,0,0
9610259,45,4,41,226,1,44,105
9912306,17,4,13,33,1,16,115
9602293,2,1,1,1,1,1,1
9911474,14,1,13,36,0,14,70
9701423,46,2,44,214,1,45,222
9608341,5,4,1,2,0,5,38
2032,15,8,7,15,0,15,74
9706526,33,5,28,131,5,28,55
9812363,15,2,13,39,3,12,28
9910253,8,3,5,10,1,7,46
9503291,47,12,35,104,47,0,0
202037,7,2,5,6,0,7,97
111178,5,1,4,9,0,5,43
9906555,11,5,6,14,4,7,31
9312325,15,9,6,8,10,5,5
9807219,16,9,7,16,1,15,33
9911223,13,2,11,40,0,13,291
105009,24,5,19,48,1,23,229
9903451,58,4,54,351,15,43,67
9903319,17,4,13,40,0,17,67
9212277,12,2,10,29,12,0,0
9409419,59,7,52,201,59,0,0
9805275,10,2,8,14,1,9,37
9805349,9,5,4,6,1,8,48
9503443,72,9,63,394,15,57,107
9502397,14,8,6,7,4,10,30
9708393,57,7,50,371,5,52,253
9512241,4,3,1,1,0,4,8
9510370,20,7,13,32,2,18,23
9304206,21,10,11,16,21,0,0
9510372,27,3,24,81,2,25,94
9610544,91,21,70,246,42,49,88
2035,17,12,5,15,0,17,86
9305277,19,4,15,51,19,0,0
9810289,16,9,7,19,4,12,82
9905536,44,11,33,77,4,40,467
9309289,270,11,259,3231,270,0,0
9902271,13,11,2,2,1,12,36
9404226,12,8,4,4,6,6,12
9805383,3,3,0,0,0,3,7
9703337,77,6,71,468,6,71,402
6179,6,3,3,3,4,2,6
4241,14,8,6,10,5,9,27
9307222,40,7,33,130,40,0,0
9601303,25,3,22,44,2,23,67
9806521,6,6,0,0,1,5,14
9810512,35,7,28,116,4,31,216
9306292,26,10,16,37,20,6,6
9409421,39,15,24,53,14,25,30
101250,7,1,6,6,0,7,55
9609458,12,3,9,13,0,12,29
2245,24,9,15,27,1,23,156
9904245,15,7,8,12,0,15,49
9506473,16,5,11,31,6,10,10
9402310,19,4,15,51,1,18,43
111064,12,7,5,6,0,12,227
9609212,11,9,2,2,1,10,49
102238,25,3,22,167,0,25,216
9912490,13,8,5,11,0,13,56
103079,3,2,1,1,1,2,4
9307208,69,12,57,328,14,55,91
6266,27,2,25,89,0,27,220
9402215,11,2,9,17,7,4,4
111243,4,2,2,2,0,4,19
9210255,17,8,9,15,17,0,0
9339,7,4,3,3,1,6,31
9269,15,13,2,2,3,12,52
9507276,5,3,2,3,5,0,0
2008,11,3,8,17,1,10,10
9603279,27,7,20,72,27,0,0
9511399,24,10,14,28,10,14,27
9809367,15,1,14,44,1,14,27
9511448,48,6,42,109,16,32,52
9501392,12,3,9,34,0,12,46
9711472,17,2,15,37,1,16,62
9705221,47,14,33,65,16,31,41
9608213,20,2,18,40,0,20,59
9603305,5,3,2,3,1,4,7
9901209,95,3,92,917,0,95,932
9812221,41,4,37,138,0,41,376
8274,3,3,0,0,2,1,2
9504284,13,2,11,23,0,13,29
10104,7,3,4,5,1,6,45
211169,1,1,0,0,0,1,18
110315,7,5,2,2,1,6,32
12058,20,1,19,47,6,14,27
9910397,2,2,0,0,0,2,12
111099,40,3,37,293,0,40,315
111298,3,1,2,2,0,3,24
2071,30,11,19,50,0,30,112
9701322,13,9,4,4,7,6,35
9509254,16,4,12,27,7,9,16
103235,11,3,8,21,1,10,41
9908328,7,1,6,9,0,7,90
9808357,5,2,3,6,1,4,8
10037,12,4,8,12,8,4,10
9703321,10,4,6,8,0,10,19
9306226,30,12,18,47,12,18,32
9706468,2,2,0,0,2,0,0
1069,5,1,4,5,0,5,12
9207231,1,1,0,0,1,0,0
9408367,8,7,1,2,4,4,4
9412300,2,2,0,0,2,0,0
9904249,14,1,13,34,0,14,102
105103,12,4,8,23,0,12,184
9024,2,1,1,1,1,1,11
9610243,12,5,7,10,0,12,49
9912230,19,4,15,60,1,18,101
9308266,34,14,20,55,3,31,87
9310330,18,5,13,25,18,0,0
9907209,5,3,2,2,2,3,44
9806367,11,6,5,11,1,10,18
9601298,58,4,54,273,0,58,174
9510333,14,2,12,20,0,14,43
9404327,19,8,11,39,13,6,6
9609316,5,4,1,1,0,5,9
9501303,15,5,10,20,10,5,6
9610426,7,5,2,2,1,6,18
9504334,28,7,21,58,11,17,21
9304223,23,1,22,82,23,0,0
204292,7,7,0,0,1,6,24
12113,6,5,1,1,4,2,2
9803460,36,6,30,125,5,31,172
9210218,35,9,26,103,35,0,0
9502379,2,2,0,0,1,1,1
9408376,25,4,21,63,17,8,10
9608434,51,8,43,161,1,50,138
9405303,9,6,3,5,8,1,1
3324,6,6,0,0,2,4,11
4087,10,2,8,20,0,10,94
9808463,37,3,34,185,0,37,178
9603206,42,5,37,191,26,16,25
9710310,6,1,5,8,1,5,10
9301216,4,3,1,1,4,0,0
5028,18,2,16,55,0,18,146
9502261,50,12,38,80,24,26,34
9808262,15,5,10,23,2,13,57
9609515,8,2,6,10,0,8,52
4217,11,6,5,6,0,11,47
9806513,21,5,16,38,3,18,54
9810453,9,4,5,10,0,9,24
9401206,68,18,50,277,28,40,77
9808334,4,1,3,6,4,0,0
9807258,23,9,14,28,1,22,70
9704406,31,3,28,123,1,30,142
9702418,18,7,11,33,1,17,65
9602226,9,3,6,8,5,4,9
9409373,2,1,1,1,0,2,2
9612226,16,12,4,6,16,0,0
9702223,4,3,1,1,0,4,36
9710242,3,2,1,1,3,0,0
9607205,7,1,6,9,0,7,7
9410324,7,7,0,0,1,6,14
9905477,11,1,10,19,11,0,0
9705460,12,4,8,16,0,12,29
9211303,30,9,21,50,16,14,14
9410294,4,2,2,3,1,3,8
9601338,6,2,4,6,3,3,8
9502356,5,4,1,2,5,0,0
9604417,22,3,19,98,0,22,76
9912260,13,7,6,6,6,7,14
11263,15,5,10,14,0,15,132
4049,27,7,20,95,2,25,126
9601389,2,2,0,0,0,2,4
9308362,15,9,6,12,15,0,0
9804376,8,1,7,19,0,8,24
9308318,9,6,3,4,4,5,6
9802240,4,1,3,5,1,3,45
9811339,3,2,1,2,0,3,14
9908237,13,4,9,14,2,11,22
103239,1,1,0,0,0,1,5
9910481,15,3,12,43,1,14,107
9211282,37,2,35,105,37,0,0
9704297,23,6,17,44,1,22,211
9804313,1,1,0,0,0,1,7
9812427,15,6,9,17,0,15,70
9903226,23,2,21,40,8,15,34
9810301,11,4,7,10,0,11,45
9710543,15,6,9,13,0,15,115
11160,25,9,16,37,2,23,73
9209278,10,6,4,5,10,0,0
9405391,15,6,9,16,6,9,9
9702352,5,3,2,3,1,4,22
9904472,50,9,41,164,3,47,252
9705429,48,8,40,237,20,28,55
106155,5,4,1,1,1,4,12
9612405,5,2,3,5,0,5,21
9909345,2,1,1,1,0,2,3
9707433,7,3,4,9,0,7,14
103263,13,10,3,4,0,13,67
9812332,11,4,7,10,2,9,58
9907510,60,12,48,201,4,56,237
9503217,13,7,6,10,1,12,20
9703397,4,3,1,1,2,2,2
207036,19,6,13,31,0,19,124
9709315,3,1,2,2,0,3,14
9504210,5,1,4,6,1,4,14
207006,4,2,2,3,0,4,33
9612485,1,1,0,0,0,1,5
9806416,9,3,6,9,3,6,20
9612394,37,4,33,188,3,34,85
9609247,11,3,8,12,5,6,11
9701262,2,2,0,0,0,2,7
9709229,19,10,9,24,7,12,61
208228,5,4,1,1,0,5,47
9601261,3,3,0,0,0,3,11
9401227,4,3,1,1,4,0,0
9608230,1,1,0,0,0,1,5
10238,2,1,1,1,0,2,5
9606217,21,3,18,51,2,19,53
2278,5,3,2,3,2,3,7
107186,31,6,25,75,3,28,163
9305220,2,1,1,1,2,0,0
9509321,11,3,8,26,4,7,7
9802291,20,9,11,27,3,17,48
9601236,16,3,13,27,8,8,16
9704222,32,9,23,66,5,27,88
9706271,23,5,18,41,0,23,125
9607261,0,0,0,0,0,0,0
9705258,30,5,25,103,5,25,41
4179,4,3,1,1,0,4,14
9705376,1,1,0,0,0,1,1
9507444,13,2,11,27,0,13,21
9802252,15,7,8,12,1,14,87
11136,10,5,5,8,5,5,8
9509238,13,4,9,16,0,13,22
9611303,2,1,1,1,2,0,0
9902465,2,1,1,1,0,2,22
9908333,9,1,8,19,0,9,40
9602393,4,3,1,1,2,2,2
4114,33,4,29,134,0,33,183
9610274,28,8,20,39,16,12,20
7334,8,3,5,20,0,8,107
207135,5,1,4,8,0,5,14
9604236,12,6,6,6,2,10,27
12352,53,5,48,376,0,53,137
9909475,3,3,0,0,1,2,15
9707431,9,3,6,21,8,1,1
9305324,7,4,3,6,4,3,4
9205209,15,8,7,14,15,0,0
9406213,7,3,4,8,4,3,3
9306264,17,3,14,40,0,17,32
9611240,2,2,0,0,1,1,2
9407235,3,2,1,1,1,2,2
9903257,5,3,2,2,0,5,20
6090,7,2,5,7,0,7,26
9606340,2,1,1,1,0,2,2
9604258,2,2,0,0,0,2,4
9704359,10,7,3,5,0,10,43
9303322,7,4,3,8,2,5,5
6256,3,3,0,0,0,3,20
9908281,1,1,0,0,0,1,4
9909539,10,1,9,13,0,10,58
201195,40,23,17,28,4,36,140
106335,7,4,3,3,1,6,15
111340,4,3,1,1,1,3,12
110283,12,2,10,19,1,11,181
9909293,5,3,2,2,0,5,14
6038,0,0,0,0,0,0,0
112230,8,5,3,8,1,7,86
1044,3,1,2,2,0,3,15
106089,13,8,5,6,0,13,146
9810340,8,1,7,13,0,8,86
9610389,4,2,2,3,4,0,0
203027,7,3,4,7,0,7,32
8334,23,10,13,23,13,10,29
9904331,3,2,1,1,3,0,0
9609233,20,4,16,46,0,20,34
107056,16,3,13,33,1,15,62
9605422,6,1,5,8,0,6,9
9502393,5,5,0,0,0,5,7
102050,0,0,0,0,0,0,0
112140,11,3,8,18,0,11,84
9512427,37,3,34,93,5,32,89
9908261,6,5,1,2,0,6,20
9710425,1,1,0,0,1,0,0
9608378,1,1,0,0,0,1,1
9509226,7,4,3,3,1,6,13
3309,7,4,3,5,0,7,34
1301,9,4,5,6,1,8,24
9811361,3,3,0,0,0,3,27
9503207,3,1,2,3,3,0,0
10118,2,2,0,0,1,1,6
9512445,11,2,9,21,4,7,16
9604432,7,4,3,3,2,5,8
9807488,16,6,10,18,1,15,54
212043,0,0,0,0,0,0,0
9411213,3,2,1,1,0,3,8
9404325,10,7,3,3,6,4,4
9810538,1,1,0,0,1,0,0
9605420,7,2,5,11,7,0,0
9906215,6,3,3,4,1,5,22
9312203,6,3,3,5,6,0,0
8085,6,4,2,2,0,6,59
9908276,25,5,20,70,0,25,85
201191,0,0,0,0,0,0,0
9902339,12,4,8,29,2,10,29
9811271,4,4,0,0,0,4,6
9705222,9,6,3,3,1,8,50
9605289,5,2,3,4,4,1,1
9708374,7,5,2,3,1,6,34
9609210,6,5,1,2,1,5,10
9501360,5,3,2,3,3,2,5
9904272,9,3,6,7,0,9,54
9908341,2,2,0,0,1,1,4
9802282,7,3,4,7,0,7,29
9604329,7,3,4,4,3,4,4
9711268,12,7,5,8,2,10,47
9405426,7,4,3,4,7,0,0
9504310,14,4,10,15,4,10,34
9803346,3,2,1,1,3,0,0
9707485,22,2,20,99,0,22,189
104170,0,0,0,0,0,0,0
9811414,9,5,4,5,2,7,24
205012,2,1,1,1,0,2,6
9509251,5,3,2,2,1,4,7
9309,6,2,4,10,1,5,20
103164,8,5,3,3,3,5,14
9407367,1,1,0,0,0,1,2
101029,1,1,0,0,1,0,0
9512266,1,1,0,0,0,1,2
9602392,11,8,3,3,8,3,8
9208211,6,2,4,6,6,0,0
9606266,6,3,3,6,3,3,12
9606294,6,5,1,1,3,3,3
9712543,10,5,5,6,0,10,51
110367,1,1,0,0,0,1,2
9711423,6,4,2,3,0,6,35
1259,22,5,17,74,0,22,190
9806383,9,2,7,15,0,9,16
9801323,2,1,1,1,0,2,3
12178,5,2,3,3,0,5,37
103195,3,1,2,2,0,3,50
9803365,11,6,5,20,0,11,77
9609475,0,0,0,0,0,0,0
9707335,5,2,3,4,0,5,7
111341,1,1,0,0,0,1,13
9310270,3,2,1,1,3,0,0
9904397,1,1,0,0,0,1,5
9309319,2,1,1,1,2,0,0
301132,0,0,0,0,0,0,0
9404319,3,3,0,0,2,1,1
201192,2,1,1,1,2,0,0
9911362,4,1,3,6,4,0,0
9801234,4,2,2,3,0,4,19
9712436,1,1,0,0,0,1,3
205008,4,2,2,2,1,3,6
9053,14,1,13,43,2,12,21
7292,16,7,9,28,0,16,129
9601204,3,2,1,1,1,2,14
9506225,2,1,1,1,2,0,0
206272,6,2,4,6,0,6,49
4035,8,2,6,11,0,8,49
9610322,1,1,0,0,0,1,5
9709323,2,2,0,0,1,1,2
9912337,1,1,0,0,1,0,0
9812382,3,3,0,0,0,3,28
9702386,2,1,1,1,1,1,1
9404210,0,0,0,0,0,0,0
107215,4,2,2,2,0,4,14
9809563,3,3,0,0,0,3,3
202083,1,1,0,0,0,1,1
9708488,19,8,11,23,15,4,4
9903452,2,2,0,0,0,2,3
9807395,6,3,3,4,6,0,0
9407388,20,4,16,66,7,13,40
9611207,17,2,15,39,0,17,33
9048,1,1,0,0,0,1,1
9411263,4,2,2,2,4,0,0
9801364,4,3,1,1,0,4,15
111181,3,2,1,1,0,3,5
9803394,26,13,13,55,3,23,49
9506420,4,2,2,2,0,4,15
106277,5,3,2,3,0,5,36
9509244,7,4,3,3,4,3,3
9705224,5,2,3,3,0,5,12
9810247,0,0,0,0,0,0,0
8121,4,4,0,0,1,3,3
9710317,19,9,10,18,0,19,66
204352,22,6,16,49,4,18,133
7361,0,0,0,0,0,0,0
9506370,13,3,10,27,13,0,0
4021,10,3,7,12,1,9,29
109046,0,0,0,0,0,0,0
9802396,5,4,1,2,1,4,13
210181,2,2,0,0,1,1,5
208218,8,5,3,4,1,7,23
5148,1,1,0,0,0,1,6
12035,12,2,10,25,1,11,51
5152,31,5,26,73,16,15,30
9701279,5,5,0,0,5,0,0
9806325,3,3,0,0,0,3,6
9807523,4,1,3,6,0,4,8
202010,17,7,10,15,2,15,69
208201,2,2,0,0,1,1,12
6288,5,4,1,1,2,3,7
9911411,3,1,2,2,0,3,6
105280,3,2,1,2,3,0,0
9803410,4,4,0,0,0,4,7
9701387,4,4,0,0,1,3,11
9509273,2,2,0,0,0,2,3
9904402,2,1,1,1,0,2,7
9506440,2,1,1,1,0,2,3
2214,4,2,2,2,0,4,26
108144,10,4,6,14,0,10,46
9503256,0,0,0,0,0,0,0
9903322,8,3,5,11,0,8,68
9907417,5,4,1,1,0,5,17
9603398,6,4,2,2,6,0,0
11029,1,1,0,0,0,1,5
9706543,7,4,3,5,2,5,10
204210,2,2,0,0,0,2,11
9810223,12,1,11,52,0,12,29
9611327,0,0,0,0,0,0,0
8120,2,2,0,0,0,2,13
2164,3,2,1,1,0,3,9
208112,6,5,1,1,0,6,50
111258,5,5,0,0,0,5,17
9807237,1,1,0,0,0,1,1
9908424,8,7,1,2,2,6,7
9511458,1,1,0,0,0,1,3
201069,2,1,1,1,0,2,4
9607278,9,4,5,14,9,0,0
206101,12,5,7,13,0,12,87
101335,30,8,22,55,1,29,158
9507309,3,3,0,0,2,1,1
1062,11,6,5,8,0,11,103
11209,4,2,2,2,2,2,7
9809248,4,3,1,1,3,1,1
9912357,7,5,2,2,0,7,32
9910415,4,2,2,2,0,4,42
103136,9,5,4,5,0,9,55
103345,2,2,0,0,1,1,4
9711236,16,2,14,25,1,15,76
107279,5,2,3,3,0,5,49
111237,2,1,1,1,0,2,2
9910543,2,2,0,0,0,2,12
205068,5,2,3,3,0,5,84
5200,2,2,0,0,1,1,6
9905374,6,4,2,2,0,6,47
105289,2,2,0,0,1,1,1
9511459,2,2,0,0,0,2,2
9412368,4,1,3,4,4,0,0
203255,4,3,1,1,1,3,5
9401224,1,1,0,0,1,0,0
9901264,6,4,2,5,0,6,40
9904471,5,3,2,4,0,5,23
9502347,1,1,0,0,1,0,0
4008,14,5,9,24,0,14,102
7086,3,2,1,2,0,3,14
9801225,3,2,1,1,0,3,7
9909349,2,2,0,0,0,2,5
9607462,8,4,4,5,3,5,8
2236,2,1,1,1,0,2,12
9904407,3,2,1,1,3,0,0
9904431,6,2,4,6,6,0,0
9611342,0,0,0,0,0,0,0
9412335,2,1,1,1,0,2,4
6173,3,3,0,0,0,3,28
9707268,6,1,5,9,0,6,12
9508210,3,2,1,1,0,3,3
204156,1,1,0,0,0,1,3
9407271,4,3,1,2,3,1,3
9905224,0,0,0,0,0,0,0
9401283,4,1,3,4,4,0,0
9808300,1,1,0,0,1,0,0
107017,12,8,4,11,0,12,87
209222,5,1,4,4,0,5,31
106186,3,3,0,0,0,3,22
212020,4,3,1,1,0,4,66
210448,2,2,0,0,0,2,16
209265,2,1,1,1,0,2,11
9203202,3,3,0,0,3,0,0
9911505,20,2,18,56,7,13,47
9703283,3,2,1,1,3,0,0
204353,4,2,2,2,0,4,8
9610279,2,1,1,1,0,2,9
207234,0,0,0,0,0,0,0
107244,0,0,0,0,0,0,0
104155,4,1,3,4,0,4,27
9903383,4,1,3,5,0,4,4
204328,5,3,2,2,0,5,44
9412325,3,3,0,0,3,0,0
4184,8,3,5,10,1,7,47
202214,2,2,0,0,0,2,3
208240,1,1,0,0,0,1,19
209231,1,1,0,0,1,0,0
9609383,2,2,0,0,0,2,4
9812484,3,2,1,1,0,3,6
110354,1,1,0,0,0,1,5
111398,2,1,1,1,2,0,0
9910476,8,2,6,16,0,8,9
104142,2,1,1,1,0,2,16
9712391,0,0,0,0,0,0,0
9702267,3,2,1,1,0,3,10
9901216,5,2,3,4,0,5,32
9712440,4,3,1,1,0,4,22
9903338,2,2,0,0,1,1,1
206168,0,0,0,0,0,0,0
109182,2,2,0,0,0,2,5
9910239,2,1,1,1,0,2,18
9702390,5,3,2,2,1,4,37
9612241,4,1,3,3,4,0,0
107034,0,0,0,0,0,0,0
9808256,9,5,4,8,0,9,31
210069,0,0,0,0,0,0,0
9812457,1,1,0,0,0,1,1
9612205,8,4,4,12,0,8,43
208024,2,2,0,0,1,1,8
9901204,2,2,0,0,0,2,4
9709491,0,0,0,0,0,0,0
9912394,4,4,0,0,2,2,4
202154,2,1,1,1,0,2,32
9408281,2,2,0,0,0,2,2
203211,0,0,0,0,0,0,0
9805282,6,2,4,9,0,6,36
8326,10,8,2,3,7,3,5
106287,3,3,0,0,0,3,6
101183,2,2,0,0,0,2,12
9803447,6,1,5,10,0,6,29
1164,3,3,0,0,0,3,6
109032,7,2,5,10,0,7,40
202140,3,2,1,1,2,1,1
210320,5,3,2,2,1,4,58
109010,3,3,0,0,0,3,24
301240,0,0,0,0,0,0,0
9307250,7,2,5,8,7,0,0
9603232,6,5,1,1,6,0,0
9606440,6,5,1,2,0,6,28
201254,0,0,0,0,0,0,0
10059,5,1,4,5,1,4,20
9810526,2,2,0,0,1,1,1
9809258,1,1,0,0,0,1,1
203110,0,0,0,0,0,0,0
9907246,0,0,0,0,0,0,0
9209208,1,1,0,0,0,1,1
102168,7,4,3,4,0,7,29
3026,1,1,0,0,0,1,2
301176,0,0,0,0,0,0,0
9905394,8,4,4,5,4,4,7
9902405,5,1,4,6,0,5,18
209087,0,0,0,0,0,0,0
9807368,0,0,0,0,0,0,0
107111,4,3,1,1,0,4,30
9606225,2,1,1,1,0,2,2
9512216,4,1,3,4,1,3,11
9208212,1,1,0,0,1,0,0
209183,0,0,0,0,0,0,0
7174,3,1,2,3,0,3,18
9402354,0,0,0,0,0,0,0
9904371,2,2,0,0,0,2,7
101080,1,1,0,0,0,1,4
207025,1,1,0,0,1,0,0
9902480,1,1,0,0,0,1,4
9801392,9,2,7,10,9,0,0
204106,0,0,0,0,0,0,0
8260,12,10,2,4,0,12,63
9028,0,0,0,0,0,0,0
6115,3,3,0,0,0,3,7
9709412,5,3,2,2,0,5,27
9904239,1,1,0,0,0,1,7
209210,3,2,1,1,0,3,27
9708401,2,2,0,0,1,1,1
9908398,3,3,0,0,0,3,11
211036,1,1,0,0,0,1,5
202222,1,1,0,0,0,1,9
212124,0,0,0,0,0,0,0
9608283,1,1,0,0,0,1,3
109009,1,1,0,0,1,0,0
3250,2,2,0,0,2,0,0
9312247,5,3,2,3,5,0,0
9503201,4,4,0,0,4,0,0
9806321,2,2,0,0,0,2,4
102203,8,1,7,12,0,8,21
9602362,3,2,1,1,3,0,0
208257,1,1,0,0,0,1,5
9901410,0,0,0,0,0,0,0
203033,3,2,1,1,0,3,22
9905361,0,0,0,0,0,0,0
108237,1,1,0,0,0,1,1
9512243,5,2,3,6,5,0,0
9601264,1,1,0,0,1,0,0
9609356,1,1,0,0,0,1,1
9809357,4,3,1,1,0,4,9
9803490,2,2,0,0,0,2,5
201097,0,0,0,0,0,0,0
4138,8,3,5,13,4,4,4
11118,2,2,0,0,0,2,2
9512284,2,1,1,1,2,0,0
211419,0,0,0,0,0,0,0
9703204,4,4,0,0,2,2,2
108113,2,2,0,0,1,1,10
111005,4,1,3,4,0,4,7
9611419,0,0,0,0,0,0,0
9701363,2,2,0,0,0,2,2
104268,2,1,1,1,2,0,0
9410383,1,1,0,0,1,0,0
112203,2,2,0,0,1,1,4
9807260,3,1,2,3,0,3,11
9610239,0,0,0,0,0,0,0
9911391,1,1,0,0,0,1,3
8072,1,1,0,0,0,1,7
101287,5,3,2,3,5,0,0
207165,2,2,0,0,0,2,14
9510217,3,3,0,0,3,0,0
9702406,2,2,0,0,0,2,5
9604358,2,2,0,0,0,2,3
9908511,1,1,0,0,0,1,3
9808227,3,3,0,0,0,3,9
104025,3,1,2,3,0,3,3
9904360,7,3,4,5,1,6,19
9809220,5,3,2,3,3,2,3
9409293,2,1,1,1,2,0,0
8112,1,1,0,0,0,1,1
101266,4,2,2,3,0,4,21
203239,1,1,0,0,0,1,7
202135,2,1,1,1,0,2,15
9912241,3,1,2,3,0,3,15
207293,0,0,0,0,0,0,0
302272,0,0,0,0,0,0,0
8077,0,0,0,0,0,0,0
9912514,2,2,0,0,0,2,5
9906220,1,1,0,0,0,1,2
208153,6,4,2,3,3,3,11
207104,0,0,0,0,0,0,0
9501259,5,3,2,3,3,2,2
9501351,0,0,0,0,0,0,0
9712413,0,0,0,0,0,0,0
110144,2,2,0,0,0,2,10
9606403,11,3,8,14,9,2,2
9909527,0,0,0,0,0,0,0
11272,3,2,1,1,2,1,17
9812262,0,0,0,0,0,0,0
209146,0,0,0,0,0,0,0
212366,0,0,0,0,0,0,0
7212,4,2,2,2,0,4,10
102313,5,5,0,0,0,5,19
9703253,2,2,0,0,2,0,0
9405293,1,1,0,0,0,1,2
111375,1,1,0,0,0,1,7
9706263,0,0,0,0,0,0,0
110070,1,1,0,0,0,1,4
9612434,1,1,0,0,0,1,1
211215,0,0,0,0,0,0,0
207008,2,2,0,0,0,2,6
205342,1,1,0,0,0,1,27
9702202,0,0,0,0,0,0,0
7358,3,1,2,2,3,0,0
301026,0,0,0,0,0,0,0
9908242,1,1,0,0,0,1,6
209098,3,3,0,0,1,2,3
206001,0,0,0,0,0,0,0
9507447,1,1,0,0,1,0,0
107275,4,3,1,1,0,4,36
103313,4,4,0,0,0,4,14
9401225,3,3,0,0,3,0,0
112277,1,1,0,0,0,1,3
112144,2,1,1,1,0,2,26
9705220,3,1,2,3,3,0,0
9809526,3,2,1,1,0,3,10
210414,2,2,0,0,0,2,15
9803240,1,1,0,0,0,1,3
208076,6,4,2,2,0,6,20
