fp_int_id,cp_level,cp_r_citing_zero,cp_r_citing_nonzero,tr_citing,cp_r_cited_zero,cp_r_cited_nonzero,tr_cited
9406236,3,1,2,3,3,0,0
9501231,31,8,23,91,15,16,28
9605276,2,1,1,1,0,2,5
9707249,10,3,7,23,0,10,43
9904344,19,4,15,63,2,17,17
9806493,9,1,8,14,2,7,7
9504248,69,1,68,518,3,66,131
9702423,17,1,16,73,0,17,149
9601338,5,1,4,6,2,3,8
9407372,10,3,7,10,10,0,0
9805275,4,2,2,3,0,4,17
101263,0,0,0,0,0,0,0
9904245,2,1,1,1,0,2,2
9205214,20,2,18,85,20,0,0
9706230,10,6,4,9,0,10,26
9707372,1,1,0,0,0,1,11
9805358,6,4,2,3,0,6,14
9406271,36,2,34,220,17,19,19
9812447,2,2,0,0,0,2,8
9903455,22,6,16,47,0,22,135
9811406,7,1,6,13,2,5,11
9805286,0,0,0,0,0,0,0
9807298,5,2,3,5,0,5,19
9912301,3,2,1,2,0,3,15
9904247,1,1,0,0,0,1,7
9711411,3,1,2,2,1,2,2
9411380,2,1,1,1,2,0,0
106195,14,3,11,38,0,14,82
9207241,6,2,4,7,6,0,0
9805316,13,3,10,27,1,12,19
9710521,41,2,39,194,1,40,184
9906277,14,3,11,30,2,12,29
9905227,19,1,18,90,0,19,264
9802401,5,1,4,5,0,5,47
2287,33,3,30,162,0,33,253
101264,1,1,0,0,0,1,8
9507436,11,2,9,19,11,0,0
9512267,4,1,3,4,0,4,22
2267,17,5,12,26,8,9,10
207036,7,1,6,13,0,7,36
9905528,2,1,1,1,1,1,1
9703427,44,3,41,271,0,44,222
9801251,15,4,11,17,0,15,93
9807469,1,1,0,0,0,1,4
9806416,5,1,4,5,0,5,18
9809338,5,4,1,1,1,4,15
9608406,11,7,4,6,0,11,109
9705294,5,2,3,4,0,5,10
9405374,4,1,3,5,1,3,3
9409361,11,2,9,30,2,9,9
9906417,5,3,2,2,0,5,47
9701373,4,2,2,3,4,0,0
9605337,5,2,3,6,5,0,0
9710280,12,2,10,28,4,8,8
9905231,1,1,0,0,0,1,1
9709420,14,3,11,27,0,14,21
9708432,3,3,0,0,0,3,3
104137,22,3,19,85,5,17,17
9610223,16,4,12,24,9,7,7
9807495,4,1,3,5,0,4,6
9502388,1,1,0,0,0,1,6
104277,11,3,8,23,1,10,47
9809247,18,3,15,59,0,18,183
9412294,11,2,9,15,7,4,6
101251,3,2,1,1,0,3,9
8056,17,3,14,33,5,12,16
9710293,1,1,0,0,1,0,0
9711231,32,2,30,140,4,28,57
9802376,2,2,0,0,2,0,0
9609441,9,1,8,31,9,0,0
9807452,3,2,1,2,0,3,3
9501379,22,3,19,61,1,21,37
5270,6,3,3,4,0,6,30
9409356,8,1,7,13,0,8,15
9803493,4,1,3,6,0,4,15
9702352,2,2,0,0,0,2,6
9304275,17,1,16,55,17,0,0
9507449,9,2,7,12,9,0,0
103072,16,3,13,60,0,16,117
9411204,3,2,1,1,1,2,15
9405209,8,1,7,18,0,8,8
9601343,8,4,4,8,0,8,19
1059,6,3,3,5,0,6,60
9610510,2,1,1,1,0,2,15
9806487,4,1,3,3,4,0,0
9905266,4,1,3,3,0,4,9
9603241,1,1,0,0,1,0,0
211446,0,0,0,0,0,0,0
9907365,7,1,6,11,0,7,65
9301255,5,2,3,6,0,5,5
9160,4,1,3,5,0,4,25
9410269,7,2,5,12,0,7,47
9707269,5,2,3,4,0,5,32
9603428,12,3,9,32,12,0,0
9312251,10,6,4,5,10,0,0
202210,15,3,12,33,0,15,87
9804433,2,2,0,0,0,2,11
206193,4,4,0,0,0,4,13
112230,7,3,4,10,1,6,80
9503445,4,2,2,3,0,4,14
9702286,6,1,5,10,0,6,17
9905316,5,3,2,2,0,5,23
203237,5,3,2,4,0,5,48
9510287,3,3,0,0,0,3,23
207003,8,1,7,17,0,8,113
9903386,4,2,2,2,4,0,0
9510425,9,1,8,16,0,9,35
9205203,12,3,9,14,12,0,0
9507293,6,5,1,1,6,0,0
104108,22,3,19,69,0,22,360
7112,16,7,9,27,0,16,110
9602395,3,3,0,0,0,3,7
9806291,2,1,1,1,1,1,13
9211314,6,3,3,6,6,0,0
101249,7,3,4,6,0,7,111
9705445,7,3,4,6,0,7,29
9612355,4,3,1,2,0,4,17
111028,6,3,3,4,0,6,19
9812215,1,1,0,0,0,1,3
9601326,11,3,8,10,0,11,21
9701343,4,2,2,2,0,4,11
9712243,1,1,0,0,0,1,6
10328,6,2,4,9,0,6,78
9805393,0,0,0,0,0,0,0
9706525,6,1,5,7,6,0,0
4056,31,2,29,235,0,31,87
4071,17,3,14,58,1,16,78
9303311,20,2,18,47,20,0,0
9907432,18,4,14,38,0,18,186
108182,6,3,3,6,0,6,37
7252,7,2,5,12,0,7,34
9812403,1,1,0,0,0,1,1
9704353,12,3,9,19,0,12,43
9709319,5,2,3,5,0,5,73
9908527,1,1,0,0,1,0,0
9901445,10,1,9,24,1,9,12
9701344,2,1,1,1,2,0,0
9908230,4,4,0,0,0,4,13
9206240,4,2,2,3,4,0,0
9807505,5,5,0,0,5,0,0
101034,5,2,3,4,0,5,55
105154,6,2,4,6,1,5,28
9810246,1,1,0,0,0,1,2
9603279,18,3,15,53,18,0,0
9612451,14,4,10,40,1,13,27
6244,11,4,7,12,1,10,20
9607484,3,2,1,1,0,3,33
9602220,2,2,0,0,0,2,7
111019,3,1,2,3,0,3,7
9703447,6,3,3,6,6,0,0
7125,1,1,0,0,1,0,0
111150,21,8,13,41,0,21,166
9610513,3,1,2,3,0,3,6
9805207,6,3,3,3,0,6,14
9603449,12,5,7,12,0,12,92
9310336,9,1,8,23,9,0,0
5158,5,3,2,3,0,5,15
9708295,2,2,0,0,2,0,0
9609520,6,2,4,6,0,6,12
111377,2,1,1,1,0,2,14
9802386,3,2,1,1,0,3,17
9704204,5,2,3,6,0,5,9
3144,2,2,0,0,0,2,7
9604277,6,1,5,13,0,6,16
206019,1,1,0,0,0,1,18
9904483,11,2,9,15,4,7,9
9411287,25,6,19,60,12,13,15
207253,1,1,0,0,0,1,9
9306252,5,4,1,1,0,5,10
9405324,3,1,2,3,3,0,0
6044,0,0,0,0,0,0,0
9807373,2,2,0,0,0,2,7
9902464,2,1,1,1,0,2,9
9507285,1,1,0,0,1,0,0
9410254,3,2,1,1,3,0,0
7005,15,3,12,49,0,15,143
105292,16,5,11,26,1,15,95
9812290,2,2,0,0,0,2,14
9908445,1,1,0,0,1,0,0
9706211,2,1,1,1,2,0,0
9912449,0,0,0,0,0,0,0
9903490,1,1,0,0,0,1,7
9904421,10,3,7,16,0,10,60
104186,9,2,7,23,0,9,87
9703325,1,1,0,0,1,0,0
9610467,10,1,9,21,2,8,19
9403282,4,3,1,3,4,0,0
9410217,1,1,0,0,1,0,0
11006,2,2,0,0,0,2,22
9911366,12,1,11,33,0,12,76
9701230,2,1,1,1,1,1,1
11053,16,1,15,64,1,15,115
9612374,7,3,4,9,0,7,14
9911527,1,1,0,0,0,1,2
9903528,0,0,0,0,0,0,0
106067,18,2,16,29,2,16,38
9712394,7,2,5,10,0,7,15
9801379,14,2,12,31,0,14,66
9712315,7,3,4,7,0,7,9
10177,8,3,5,12,0,8,38
9910562,6,3,3,5,0,6,41
9304298,13,7,6,18,8,5,12
9511231,1,1,0,0,1,0,0
9708358,13,7,6,14,0,13,68
9803464,6,4,2,3,0,6,31
9403379,6,2,4,9,6,0,0
103023,9,7,2,2,0,9,46
9602302,19,5,14,42,0,19,101
112345,11,1,10,28,0,11,92
102070,5,2,3,4,3,2,5
9504273,5,2,3,5,5,0,0
9901285,0,0,0,0,0,0,0
2047,3,1,2,3,3,0,0
9707258,1,1,0,0,0,1,1
207110,7,4,3,4,0,7,47
110366,7,3,4,8,7,0,0
107053,3,3,0,0,0,3,20
1189,9,1,8,23,1,8,8
9308229,6,1,5,13,6,0,0
9809430,3,1,2,3,0,3,5
9903480,2,1,1,1,1,1,2
207327,7,3,4,5,0,7,26
110304,1,1,0,0,0,1,2
9204237,2,2,0,0,2,0,0
9403268,2,1,1,1,0,2,6
9906508,4,3,1,1,0,4,37
9807465,6,2,4,8,3,3,4
9305279,5,4,1,1,5,0,0
9702412,11,1,10,18,0,11,42
301102,0,0,0,0,0,0,0
9905562,2,2,0,0,0,2,9
4035,3,1,2,2,0,3,6
9803202,1,1,0,0,0,1,3
9804389,0,0,0,0,0,0,0
9603222,2,2,0,0,2,0,0
9907417,5,4,1,1,0,5,17
9901220,2,1,1,1,0,2,21
9409412,6,4,2,4,6,0,0
9712379,2,1,1,1,0,2,2
207026,0,0,0,0,0,0,0
9217,4,3,1,1,0,4,53
9502278,14,9,5,9,14,0,0
10147,3,2,1,1,0,3,10
9607480,0,0,0,0,0,0,0
208112,2,2,0,0,0,2,23
106311,8,4,4,11,0,8,82
9907498,10,6,4,5,1,9,20
9808231,3,1,2,2,0,3,5
9702427,0,0,0,0,0,0,0
9801235,7,3,4,7,0,7,46
105288,5,5,0,0,0,5,32
205248,1,1,0,0,0,1,17
103343,16,5,11,37,0,16,122
302076,1,1,0,0,0,1,2
1334,0,0,0,0,0,0,0
9712421,2,2,0,0,2,0,0
9502220,1,1,0,0,1,0,0
9310229,5,5,0,0,5,0,0
9909530,0,0,0,0,0,0,0
9908260,15,4,11,45,0,15,136
9510319,4,4,0,0,4,0,0
9711442,11,7,4,8,0,11,42
105182,1,1,0,0,0,1,15
111237,1,1,0,0,0,1,1
9504310,2,1,1,1,0,2,21
11082,2,2,0,0,0,2,19
4234,5,2,3,4,0,5,37
9211302,12,3,9,21,6,6,6
9409289,4,3,1,1,4,0,0
9503478,9,2,7,21,9,0,0
9311277,6,3,3,5,0,6,16
9809413,4,2,2,2,0,4,39
9909337,11,1,10,38,1,10,102
6271,5,1,4,10,0,5,70
9510227,3,2,1,1,2,1,1
9705407,3,2,1,1,3,0,0
9906284,8,5,3,4,0,8,40
9803403,8,1,7,13,1,7,19
9712415,7,3,4,8,7,0,0
9908482,1,1,0,0,1,0,0
9506356,8,2,6,11,8,0,0
110339,0,0,0,0,0,0,0
9604411,0,0,0,0,0,0,0
107264,2,2,0,0,0,2,21
9805433,5,1,4,6,2,3,3
9402226,1,1,0,0,0,1,4
9209207,3,2,1,1,3,0,0
9909324,9,3,6,11,0,9,62
108069,6,1,5,8,0,6,38
9807266,15,3,12,49,0,15,35
9902264,1,1,0,0,1,0,0
9610535,2,2,0,0,0,2,4
7015,4,1,3,4,0,4,26
9209288,3,1,2,3,3,0,0
9502264,2,2,0,0,0,2,2
9510284,16,5,11,46,8,8,8
107099,8,1,7,16,0,8,50
209222,3,1,2,2,0,3,23
112185,1,1,0,0,0,1,6
9512232,3,3,0,0,0,3,14
9803452,1,1,0,0,1,0,0
9806444,2,1,1,1,0,2,4
9805376,3,2,1,1,0,3,9
9708259,1,1,0,0,0,1,2
9711448,0,0,0,0,0,0,0
201302,3,1,2,3,2,1,1
9709310,0,0,0,0,0,0,0
9501390,3,2,1,1,0,3,6
9902401,3,1,2,3,0,3,43
7170,1,1,0,0,0,1,1
9908208,4,3,1,1,0,4,12
9710422,6,2,4,6,6,0,0
8163,3,3,0,0,0,3,19
204240,1,1,0,0,0,1,6
9902304,3,2,1,2,0,3,18
102276,3,1,2,3,1,2,2
204178,0,0,0,0,0,0,0
9702308,1,1,0,0,1,0,0
2151,8,2,6,18,1,7,33
2078,15,6,9,15,0,15,126
9906288,2,2,0,0,0,2,2
9905488,2,1,1,1,0,2,8
203087,1,1,0,0,0,1,6
9310375,0,0,0,0,0,0,0
6291,1,1,0,0,1,0,0
202195,6,1,5,12,0,6,52
9610530,1,1,0,0,0,1,1
9512440,0,0,0,0,0,0,0
109186,8,4,4,4,0,8,42
101030,4,4,0,0,2,2,7
211017,0,0,0,0,0,0,0
202138,3,1,2,2,0,3,19
9512304,1,1,0,0,0,1,4
9808217,2,2,0,0,0,2,12
9609270,0,0,0,0,0,0,0
9409227,3,3,0,0,1,2,2
9704442,1,1,0,0,0,1,1
9903201,6,2,4,6,3,3,3
208048,2,1,1,1,2,0,0
9601267,6,5,1,1,0,6,17
9904447,2,1,1,1,2,0,0
209145,1,1,0,0,0,1,3
9905255,8,2,6,12,8,0,0
9610262,11,1,10,30,1,10,24
9606302,5,2,3,3,1,4,4
112160,7,3,4,5,0,7,46
9803386,0,0,0,0,0,0,0
4053,2,2,0,0,0,2,14
9612250,8,3,5,11,4,4,9
9902390,5,1,4,4,0,5,49
11076,5,1,4,5,0,5,8
9807304,0,0,0,0,0,0,0
9906390,0,0,0,0,0,0,0
9704439,3,2,1,1,1,2,3
11322,3,2,1,1,3,0,0
204097,0,0,0,0,0,0,0
9812526,6,3,3,5,0,6,11
9702346,0,0,0,0,0,0,0
112114,3,1,2,2,0,3,16
9710220,0,0,0,0,0,0,0
111395,1,1,0,0,0,1,2
9601257,1,1,0,0,0,1,3
9802227,1,1,0,0,0,1,2
212001,0,0,0,0,0,0,0
9710376,5,3,2,2,1,4,7
208199,0,0,0,0,0,0,0
9607345,0,0,0,0,0,0,0
9608342,1,1,0,0,1,0,0
9710502,1,1,0,0,1,0,0
9603364,1,1,0,0,0,1,1
9604382,4,2,2,3,0,4,7
9411201,5,3,2,2,1,4,4
209309,0,0,0,0,0,0,0
9803402,2,1,1,1,2,0,0
9810201,2,2,0,0,0,2,3
9508402,6,1,5,9,0,6,19
112322,9,1,8,26,0,9,81
9810520,1,1,0,0,0,1,13
9607351,2,2,0,0,0,2,5
205208,19,3,16,34,0,19,114
9910256,6,1,5,9,1,5,9
4047,4,1,3,4,2,2,2
110050,1,1,0,0,1,0,0
9204220,2,1,1,1,2,0,0
9308231,0,0,0,0,0,0,0
105279,6,2,4,5,0,6,19
12345,3,3,0,0,3,0,0
201204,1,1,0,0,0,1,6
9610417,1,1,0,0,1,0,0
9401341,2,1,1,1,1,1,1
9802367,6,2,4,10,0,6,57
10062,4,1,3,3,0,4,9
9611435,0,0,0,0,0,0,0
9312218,2,2,0,0,0,2,4
9704386,3,3,0,0,3,0,0
7172,13,3,10,39,2,11,43
8335,1,1,0,0,0,1,3
9508307,0,0,0,0,0,0,0
9805512,2,2,0,0,0,2,4
9802364,5,1,4,8,5,0,0
9301293,3,2,1,1,3,0,0
9405330,0,0,0,0,0,0,0
7053,2,2,0,0,2,0,0
9606264,13,3,10,21,13,0,0
10030,11,1,10,31,3,8,24
9804291,3,3,0,0,1,2,2
9503381,4,2,2,3,4,0,0
203090,5,1,4,8,0,5,21
9708401,0,0,0,0,0,0,0
9412277,5,1,4,5,5,0,0
104011,1,1,0,0,0,1,3
9906432,5,1,4,7,0,5,22
110125,0,0,0,0,0,0,0
209336,1,1,0,0,0,1,3
9907259,1,1,0,0,0,1,6
9910407,5,3,2,2,0,5,29
9710542,1,1,0,0,1,0,0
211034,0,0,0,0,0,0,0
9410224,4,2,2,4,2,2,2
9909431,1,1,0,0,0,1,1
205235,1,1,0,0,0,1,12
9510347,1,1,0,0,0,1,1
9605255,1,1,0,0,1,0,0
207213,1,1,0,0,0,1,40
9809288,1,1,0,0,0,1,2
9803413,0,0,0,0,0,0,0
7020,1,1,0,0,0,1,3
9809571,4,1,3,4,0,4,19
9804314,0,0,0,0,0,0,0
9809421,2,1,1,1,0,2,4
8276,0,0,0,0,0,0,0
3167,9,2,7,16,1,8,63
10306,4,1,3,3,0,4,22
205040,8,4,4,5,0,8,43
10152,0,0,0,0,0,0,0
9809372,3,1,2,3,3,0,0
2074,5,4,1,1,0,5,15
9903401,0,0,0,0,0,0,0
9403305,3,3,0,0,0,3,4
104306,5,1,4,7,0,5,11
9507309,2,2,0,0,2,0,0
9907465,2,2,0,0,0,2,10
9903410,2,1,1,1,0,2,5
9512238,0,0,0,0,0,0,0
9311242,2,2,0,0,2,0,0
1025,9,1,8,24,0,9,36
9902223,4,3,1,2,0,4,24
9608319,3,3,0,0,1,2,3
9401252,5,3,2,3,5,0,0
108158,2,2,0,0,0,2,23
5071,1,1,0,0,0,1,14
9509252,0,0,0,0,0,0,0
210286,0,0,0,0,0,0,0
206305,1,1,0,0,0,1,3
9804257,6,2,4,5,1,5,5
111180,2,2,0,0,0,2,7
9807226,0,0,0,0,0,0,0
9203207,5,1,4,10,5,0,0
9309284,2,2,0,0,2,0,0
210102,1,1,0,0,0,1,2
9601342,3,3,0,0,3,0,0
9806442,3,1,2,2,0,3,31
108167,1,1,0,0,0,1,1
9806536,0,0,0,0,0,0,0
9710432,6,1,5,11,6,0,0
9910275,1,1,0,0,0,1,5
9503242,0,0,0,0,0,0,0
107087,3,2,1,1,1,2,4
204322,0,0,0,0,0,0,0
9801213,0,0,0,0,0,0,0
9807457,0,0,0,0,0,0,0
9903265,2,2,0,0,0,2,2
110344,2,1,1,1,0,2,5
9507435,0,0,0,0,0,0,0
9707493,0,0,0,0,0,0,0
9905262,1,1,0,0,0,1,1
12005,0,0,0,0,0,0,0
9906552,3,1,2,2,0,3,11
9708267,0,0,0,0,0,0,0
205034,6,2,4,6,2,4,5
9907217,0,0,0,0,0,0,0
9603427,0,0,0,0,0,0,0
9702238,6,1,5,15,6,0,0
9706527,1,1,0,0,1,0,0
9310218,1,1,0,0,1,0,0
5122,9,4,5,9,0,9,48
9911311,7,1,6,15,0,7,38
103144,1,1,0,0,0,1,6
302203,0,0,0,0,0,0,0
202066,1,1,0,0,0,1,17
9801426,1,1,0,0,1,0,0
9501283,2,2,0,0,2,0,0
209146,0,0,0,0,0,0,0
101057,5,5,0,0,0,5,18
9042,3,1,2,2,0,3,15
9410248,1,1,0,0,1,0,0
9807477,1,1,0,0,0,1,1
9509255,6,6,0,0,5,1,2
9806474,0,0,0,0,0,0,0
9809580,1,1,0,0,1,0,0
112298,0,0,0,0,0,0,0
9812492,1,1,0,0,1,0,0
203200,0,0,0,0,0,0,0
9907213,1,1,0,0,1,0,0
9706533,2,1,1,1,0,2,4
9302258,1,1,0,0,1,0,0
206218,0,0,0,0,0,0,0
9910285,1,1,0,0,1,0,0
9811348,0,0,0,0,0,0,0
9611236,0,0,0,0,0,0,0
9812436,4,1,3,6,1,3,8
9809365,6,1,5,7,0,6,16
111379,3,2,1,1,0,3,16
110063,4,1,3,4,0,4,8
9506272,1,1,0,0,1,0,0
206145,0,0,0,0,0,0,0
10113,0,0,0,0,0,0,0
9707290,0,0,0,0,0,0,0
108027,1,1,0,0,0,1,13
4241,2,2,0,0,0,2,4
9304301,1,1,0,0,1,0,0
302146,0,0,0,0,0,0,0
9505209,5,2,3,6,5,0,0
105007,0,0,0,0,0,0,0
6255,2,1,1,1,2,0,0
9705241,3,1,2,3,1,2,4
203212,2,1,1,1,0,2,14
106059,1,1,0,0,0,1,9
10251,2,1,1,1,1,1,1
9509221,0,0,0,0,0,0,0
9701270,1,1,0,0,0,1,1
9406384,1,1,0,0,1,0,0
108063,0,0,0,0,0,0,0
9406254,1,1,0,0,0,1,1
210431,1,1,0,0,0,1,12
9807374,4,2,2,2,4,0,0
9511244,1,1,0,0,1,0,0
204002,6,6,0,0,0,6,40
110358,1,1,0,0,1,0,0
9807511,0,0,0,0,0,0,0
5057,0,0,0,0,0,0,0
9305256,1,1,0,0,1,0,0
205293,2,2,0,0,0,2,3
209124,2,1,1,1,0,2,8
206169,0,0,0,0,0,0,0
202236,1,1,0,0,0,1,1
9606269,2,2,0,0,2,0,0
9504351,5,2,3,5,5,0,0
9311267,2,1,1,1,2,0,0
9903228,2,2,0,0,0,2,4
9501256,1,1,0,0,1,0,0
9410276,1,1,0,0,0,1,3
10061,0,0,0,0,0,0,0
9410285,0,0,0,0,0,0,0
9805501,1,1,0,0,1,0,0
109291,1,1,0,0,0,1,13
9702269,0,0,0,0,0,0,0
9706205,0,0,0,0,0,0,0
5127,1,1,0,0,0,1,13
9501368,2,1,1,1,0,2,2
102006,1,1,0,0,0,1,1
9804226,1,1,0,0,0,1,1
209015,1,1,0,0,0,1,2
9405213,1,1,0,0,1,0,0
9808249,0,0,0,0,0,0,0
103114,2,1,1,1,2,0,0
209259,1,1,0,0,0,1,3
9611346,0,0,0,0,0,0,0
9410215,0,0,0,0,0,0,0
205072,3,2,1,1,0,3,12
109010,1,1,0,0,0,1,18
9404221,2,2,0,0,2,0,0
9505265,0,0,0,0,0,0,0
205007,2,2,0,0,0,2,26
9708361,2,2,0,0,0,2,4
9712503,3,3,0,0,2,1,1
212263,2,1,1,1,0,2,25
9902300,3,1,2,3,3,0,0
111247,0,0,0,0,0,0,0
6285,1,1,0,0,0,1,3
11165,5,2,3,5,0,5,13
210104,3,2,1,1,0,3,22
9810224,1,1,0,0,0,1,10
204020,2,2,0,0,0,2,8
5299,0,0,0,0,0,0,0
9403298,3,2,1,2,0,3,7
9901373,0,0,0,0,0,0,0
9511293,2,1,1,1,2,0,0
102246,0,0,0,0,0,0,0
9810522,1,1,0,0,1,0,0
205115,0,0,0,0,0,0,0
201140,0,0,0,0,0,0,0
9801439,3,2,1,1,2,1,1
2042,0,0,0,0,0,0,0
9504400,2,1,1,1,0,2,2
9610472,0,0,0,0,0,0,0
9709487,1,1,0,0,0,1,2
11090,0,0,0,0,0,0,0
9611456,6,2,4,5,2,4,4
101130,0,0,0,0,0,0,0
203093,1,1,0,0,1,0,0
9506360,1,1,0,0,0,1,2
9902442,1,1,0,0,1,0,0
111155,1,1,0,0,0,1,22
9407321,0,0,0,0,0,0,0
206177,0,0,0,0,0,0,0
106017,4,4,0,0,0,4,4
9703205,3,1,2,2,3,0,0
9710433,0,0,0,0,0,0,0
9411361,0,0,0,0,0,0,0
111005,0,0,0,0,0,0,0
301160,0,0,0,0,0,0,0
9706503,1,1,0,0,1,0,0
211275,0,0,0,0,0,0,0
108107,1,1,0,0,1,0,0
